IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.27.205.241,3,2,0.33,277.88,0.00,N/A
104.25.8.27,3,2,0.33,278.26,0.00,N/A
198.41.198.59,3,2,0.33,278.42,0.00,N/A
104.18.134.71,3,2,0.33,278.74,0.00,N/A
104.25.157.230,3,2,0.33,278.79,0.00,N/A
172.67.164.77,3,2,0.33,279.34,0.00,N/A
172.67.88.198,3,2,0.33,279.75,0.00,N/A
104.17.53.6,3,2,0.33,280.24,0.00,N/A
172.66.130.241,3,2,0.33,280.46,0.00,N/A
172.65.213.92,3,2,0.33,280.56,0.00,N/A
104.19.159.7,3,2,0.33,280.70,0.00,N/A
104.17.107.152,3,2,0.33,280.77,0.00,N/A
104.27.88.113,3,2,0.33,280.93,0.00,N/A
104.17.105.169,3,2,0.33,281.13,0.00,N/A
104.16.227.130,3,2,0.33,281.13,0.00,N/A
172.65.138.239,3,2,0.33,281.17,0.00,N/A
104.19.124.92,3,2,0.33,281.26,0.00,N/A
104.20.43.155,3,2,0.33,281.41,0.00,N/A
104.27.3.21,3,2,0.33,281.41,0.00,N/A
104.25.63.57,3,2,0.33,281.50,0.00,N/A
104.17.28.121,3,2,0.33,281.51,0.00,N/A
104.25.99.93,3,2,0.33,281.59,0.00,N/A
104.16.69.35,3,2,0.33,281.78,0.00,N/A
104.24.69.18,3,2,0.33,281.84,0.00,N/A
172.67.227.166,3,2,0.33,282.05,0.00,N/A
104.29.157.103,3,2,0.33,282.21,0.00,N/A
172.65.73.56,3,2,0.33,282.33,0.00,N/A
104.17.115.3,3,2,0.33,282.66,0.00,N/A
141.101.114.165,3,2,0.33,282.70,0.00,N/A
104.27.109.11,3,2,0.33,282.94,0.00,N/A
104.18.188.252,3,2,0.33,283.01,0.00,N/A
104.25.140.54,3,2,0.33,283.07,0.00,N/A
104.16.248.20,3,2,0.33,283.27,0.00,N/A
104.24.64.11,3,2,0.33,283.31,0.00,N/A
104.21.53.164,3,2,0.33,283.33,0.00,N/A
104.18.96.134,3,2,0.33,283.36,0.00,N/A
162.159.230.61,3,2,0.33,283.38,0.00,N/A
104.18.206.171,3,2,0.33,283.42,0.00,N/A
104.19.224.131,3,2,0.33,283.42,0.00,N/A
104.17.55.168,3,2,0.33,283.47,0.00,N/A
104.25.33.220,3,2,0.33,283.57,0.00,N/A
104.18.250.174,3,2,0.33,283.75,0.00,N/A
172.67.127.178,3,2,0.33,283.95,0.00,N/A
104.25.183.153,3,2,0.33,283.97,0.00,N/A
104.16.25.73,3,2,0.33,283.99,0.00,N/A
162.159.195.0,3,2,0.33,284.21,0.00,N/A
104.21.66.224,3,2,0.33,284.36,0.00,N/A
104.25.170.18,3,2,0.33,284.40,0.00,N/A
172.65.40.181,3,2,0.33,284.43,0.00,N/A
172.64.146.231,3,2,0.33,284.59,0.00,N/A
104.24.142.23,3,2,0.33,284.65,0.00,N/A
104.25.139.230,3,2,0.33,284.79,0.00,N/A
104.18.67.195,3,2,0.33,285.02,0.00,N/A
104.19.9.12,3,2,0.33,285.03,0.00,N/A
172.66.0.221,3,2,0.33,285.17,0.00,N/A
104.21.68.121,3,2,0.33,285.28,0.00,N/A
104.24.155.75,3,2,0.33,285.41,0.00,N/A
172.67.139.24,3,2,0.33,285.43,0.00,N/A
172.65.30.48,3,2,0.33,285.57,0.00,N/A
172.64.37.111,3,2,0.33,285.66,0.00,N/A
172.65.162.149,3,2,0.33,285.91,0.00,N/A
172.64.40.239,3,2,0.33,285.93,0.00,N/A
104.17.65.147,3,2,0.33,286.03,0.00,N/A
103.21.244.21,3,2,0.33,286.06,0.00,N/A
104.19.210.76,3,2,0.33,286.12,0.00,N/A
172.67.177.130,3,2,0.33,286.15,0.00,N/A
172.65.134.40,3,2,0.33,286.51,0.00,N/A
172.67.195.162,3,2,0.33,286.62,0.00,N/A
104.25.30.165,3,2,0.33,286.73,0.00,N/A
104.16.39.224,3,2,0.33,286.74,0.00,N/A
104.16.56.225,3,2,0.33,286.78,0.00,N/A
104.19.148.161,3,2,0.33,287.06,0.00,N/A
172.64.46.108,3,2,0.33,287.10,0.00,N/A
104.16.28.15,3,2,0.33,287.12,0.00,N/A
104.25.104.21,3,2,0.33,287.32,0.00,N/A
104.24.226.178,3,2,0.33,287.46,0.00,N/A
104.16.96.15,3,2,0.33,287.93,0.00,N/A
104.25.131.23,3,2,0.33,288.04,0.00,N/A
104.19.160.50,3,2,0.33,288.15,0.00,N/A
172.67.122.239,3,2,0.33,288.24,0.00,N/A
104.24.131.179,3,2,0.33,288.55,0.00,N/A
104.21.125.16,3,2,0.33,288.60,0.00,N/A
172.65.190.27,3,2,0.33,288.72,0.00,N/A
172.67.198.98,3,2,0.33,288.80,0.00,N/A
104.24.213.203,3,2,0.33,288.86,0.00,N/A
104.16.17.130,3,2,0.33,288.98,0.00,N/A
172.65.77.42,3,2,0.33,289.15,0.00,N/A
104.21.205.23,3,2,0.33,289.24,0.00,N/A
172.67.84.7,3,2,0.33,289.30,0.00,N/A
104.27.27.162,3,2,0.33,289.33,0.00,N/A
104.16.95.205,3,2,0.33,289.44,0.00,N/A
104.24.225.124,3,2,0.33,289.78,0.00,N/A
108.162.192.109,3,2,0.33,290.10,0.00,N/A
104.16.116.147,3,2,0.33,290.14,0.00,N/A
104.27.84.165,3,2,0.33,290.26,0.00,N/A
104.16.221.122,3,2,0.33,290.29,0.00,N/A
104.25.112.201,3,2,0.33,290.31,0.00,N/A
172.65.36.153,3,2,0.33,290.67,0.00,N/A
172.67.126.53,3,2,0.33,290.98,0.00,N/A
162.159.251.254,3,2,0.33,291.07,0.00,N/A
104.18.210.12,3,2,0.33,291.35,0.00,N/A
104.25.0.162,3,2,0.33,291.41,0.00,N/A
104.21.119.251,3,2,0.33,291.58,0.00,N/A
172.65.27.112,3,2,0.33,292.01,0.00,N/A
104.18.106.61,3,2,0.33,292.13,0.00,N/A
104.18.100.198,3,2,0.33,292.26,0.00,N/A
104.17.177.141,3,2,0.33,292.58,0.00,N/A
104.24.194.148,3,2,0.33,292.81,0.00,N/A
104.17.109.157,3,2,0.33,292.88,0.00,N/A
104.16.52.132,3,2,0.33,293.08,0.00,N/A
104.16.215.14,3,2,0.33,293.68,0.00,N/A
141.101.90.111,3,2,0.33,293.97,0.00,N/A
104.24.147.47,3,2,0.33,294.02,0.00,N/A
104.25.138.149,3,2,0.33,294.31,0.00,N/A
172.67.143.140,3,2,0.33,294.44,0.00,N/A
104.18.203.53,3,2,0.33,294.53,0.00,N/A
162.159.249.3,3,2,0.33,294.74,0.00,N/A
104.25.103.206,3,2,0.33,294.81,0.00,N/A
104.16.5.193,3,2,0.33,294.90,0.00,N/A
104.21.74.112,3,2,0.33,295.49,0.00,N/A
104.24.88.204,3,2,0.33,295.73,0.00,N/A
104.17.102.24,3,2,0.33,295.74,0.00,N/A
104.25.224.218,3,2,0.33,295.86,0.00,N/A
172.65.20.70,3,2,0.33,296.06,0.00,N/A
104.27.87.17,3,2,0.33,296.08,0.00,N/A
104.16.252.234,3,2,0.33,296.37,0.00,N/A
104.21.62.250,3,2,0.33,296.48,0.00,N/A
104.18.69.83,3,2,0.33,296.51,0.00,N/A
104.19.227.90,3,2,0.33,297.06,0.00,N/A
172.67.168.124,3,2,0.33,297.30,0.00,N/A
104.24.244.146,3,2,0.33,297.78,0.00,N/A
104.25.49.218,3,2,0.33,297.82,0.00,N/A
104.27.40.122,3,2,0.33,297.84,0.00,N/A
162.159.236.132,3,2,0.33,297.88,0.00,N/A
104.24.22.83,3,2,0.33,298.79,0.00,N/A
172.65.152.242,3,2,0.33,298.85,0.00,N/A
104.19.182.68,3,2,0.33,299.59,0.00,N/A
104.27.15.37,3,2,0.33,300.45,0.00,N/A
172.66.177.133,3,2,0.33,300.48,0.00,N/A
104.25.61.23,3,2,0.33,300.88,0.00,N/A
104.17.87.55,3,2,0.33,300.98,0.00,N/A
104.21.52.164,3,2,0.33,301.49,0.00,N/A
104.21.67.157,3,2,0.33,301.77,0.00,N/A
104.21.123.48,3,2,0.33,301.90,0.00,N/A
104.18.238.107,3,2,0.33,303.00,0.00,N/A
104.17.52.22,3,2,0.33,303.77,0.00,N/A
104.27.34.129,3,2,0.33,303.98,0.00,N/A
104.21.30.148,3,2,0.33,304.50,0.00,N/A
104.25.180.195,3,2,0.33,305.00,0.00,N/A
172.65.19.216,3,2,0.33,305.11,0.00,N/A
104.24.254.198,3,2,0.33,305.36,0.00,N/A
104.18.138.81,3,2,0.33,305.42,0.00,N/A
104.25.209.120,3,2,0.33,305.57,0.00,N/A
104.21.87.248,3,2,0.33,305.90,0.00,N/A
104.18.40.182,3,2,0.33,307.42,0.00,N/A
172.67.199.185,3,2,0.33,309.36,0.00,N/A
104.24.248.39,3,2,0.33,309.80,0.00,N/A
104.19.45.146,3,2,0.33,312.81,0.00,N/A
104.17.96.126,3,2,0.33,313.93,0.00,N/A
104.29.132.60,3,2,0.33,351.76,0.00,N/A
104.29.142.86,3,2,0.33,368.38,0.00,N/A
104.29.147.90,3,2,0.33,373.24,0.00,N/A
104.29.141.134,3,2,0.33,373.49,0.00,N/A
104.29.146.17,3,2,0.33,436.98,0.00,N/A
